Player,Matches_Played,Total_Medals,Unique_Medals,Avg_Medals_Per_Match
Carlos Itachi x,1,1,1,1.0
Carlos Subero,1,11,7,11.0
Carlos Yanuario,1,1,1,1.0
Carlos mangood,1,13,10,13.0
Carlos130585,4,57,14,14.25
Carlos1351,1,4,1,4.0
Carlos6524,1,20,9,20.0
CarlosDroneX23,1,4,3,4.0
CarlosElTiiko11,5,44,14,8.8
CarlosGames10,3,22,10,7.33
Carlospartan912,1,21,10,21.0
CarlsJr96,1,14,9,14.0
CarlyleAlanKaye,1,5,3,5.0
CarmaKhameleon,1,8,5,8.0
CarmeIo,3,17,12,5.67
Carmel Chewy,1,4,2,4.0
CarmeloGoesHam,1,11,6,11.0
CarminExorcist,3,23,7,7.67
Carmine915,1,29,9,29.0
Carminikk,1,26,6,26.0
Carn Flakes Yo,1,20,12,20.0
Carn Sticky,4,27,5,6.75
Carnag3 Z,1,20,7,20.0
Carnage 2112,1,6,3,6.0
Carnage Camper,1,22,9,22.0
Carnage HCS,3,16,9,5.33
Carnage Halo,1,47,20,47.0
Carnage IZReal,1,3,3,3.0
Carnage JesterX,1,13,8,13.0
Carnage Lives,3,58,22,19.33
Carnage TC,3,45,18,15.0
Carnage Unknown,2,11,6,5.5
Carnage636,1,13,4,13.0
Carnage7886,1,11,7,11.0
CarnageCarrion,2,23,10,11.5
CarnageCrawford,1,18,5,18.0
Carnasty82,1,2,2,2.0
Carnax,10,193,26,19.3
Carnificis,2,30,14,15.0
Carnivore Slays,4,67,8,16.75
CarognaSniper,1,15,3,15.0
Carol1naBlazer,1,13,5,13.0
CarolinaDab,2,23,8,11.5
CarolinaKing225,1,3,3,3.0
Carolinagurl117,1,14,8,14.0
CarpetCutters,2,4,4,2.0
Carrera06GT,2,9,8,4.5
CarringtonBrown,1,2,2,2.0
Carrnage419,1,8,4,8.0
Carrot Breh,1,5,3,5.0
Carry me Prease,1,10,4,10.0
CarryOrLose,2,45,12,22.5
CarryoutZero,1,3,2,3.0
CarsonD9518,1,7,1,7.0
Carteer,3,27,13,9.0
Carter4395,1,16,10,16.0
CarterSnow16,1,19,10,19.0
CartopSeeker9,1,25,12,25.0
Caruso,1,9,3,9.0
CarverDescartes,1,25,5,25.0
CascadeEtoile,1,7,3,7.0
CaseHorse701407,1,7,6,7.0
CaseOfThMondays,1,3,2,3.0
CaseTrack343,1,3,2,3.0
Casedilla21,4,35,11,8.75
Casen1000,2,35,12,17.5
Casen822,1,16,9,16.0
Caseyy Carnage,2,23,8,11.5
CashCool1,1,9,4,9.0
CashIsKing503,1,8,4,8.0
Cashcow153,1,12,7,12.0
Cashed Daddy,1,9,4,9.0
CashedGold37,1,13,9,13.0
CashlessTundra2,2,13,10,6.5
Casket Velocity,1,13,10,13.0
Caskey,1,7,1,7.0
Casle cake,1,12,3,12.0
Casonmm,4,55,11,13.75
Casonn,2,5,4,2.5
Casper Ivy,1,33,17,33.0
Cassie dotEXE,1,24,6,24.0
Cassileupita,2,11,7,5.5
CassiuclayX,2,33,15,16.5
CassiusClay57,1,9,7,9.0
Cassshern,1,20,4,20.0
CassyCarmella,1,20,11,20.0
CastDrop6866009,1,15,9,15.0
CastawayEmi,2,11,6,5.5
CastiIlo,5,36,13,7.2
Castigating,3,47,15,15.67
CastilloKing520,1,6,4,6.0
CastorTROY319,1,12,4,12.0
Casual Aku,5,23,11,4.6
Casual Cadaver,2,15,11,7.5
Casual Question,3,32,4,10.67
Casual Seagull,1,15,6,15.0
CasualInception,1,12,5,12.0
CasualKronix,1,15,8,15.0
Casualty eh,1,15,9,15.0
Casualty ehh,1,4,2,4.0
Casul Drake,1,10,9,10.0
Cat Got Ur Xbox,1,9,8,9.0
Cat Grenade,1,2,2,2.0
Cat attack6000,1,2,2,2.0
Cat1nTheHat17,2,42,21,21.0
CatMan5789,1,3,3,3.0
CatMeister2,2,11,3,5.5
CataklysmicSW4Y,1,19,10,19.0
CatalinoWineMxr,1,8,5,8.0
Catalvst,1,20,12,20.0
Catalyst6265,1,4,4,4.0
Catalystforthis,2,20,7,10.0
CatalyticGeorge,4,31,8,7.75
Catamo3,3,24,16,8.0
CatchMySwag,1,2,2,2.0
Catches,2,8,4,4.0
CatchyBeats,1,5,4,5.0
CatchyTrack,1,7,3,7.0
Catella SIV,1,4,1,4.0
CatfishBilly91,1,5,1,5.0
Catfurshy,1,2,2,2.0
Catiliun,1,11,7,11.0
Catless Tails,1,19,12,19.0
Catmiaw,1,7,5,7.0
Catneto93,1,11,8,11.0
CatontheOven,1,3,2,3.0
Cats Own,1,17,6,17.0
Cats Pajamas18,2,10,6,5.0
Catter Shot,1,7,4,7.0
CattyPlatypus26,1,10,7,10.0
CattyPlatypus44,1,1,1,1.0
CaucasianMale82,1,20,11,20.0
CausativeSage05,1,1,1,1.0
CausticConsort,1,4,4,4.0
CautiousGamer24,1,3,3,3.0
Cavalier20,1,18,4,18.0
CaveItUp,1,3,2,3.0
CaveScrub,1,4,1,4.0
Cavekid3096,1,23,13,23.0
CavemanTea82173,2,19,11,9.5
CavernousWord80,1,15,7,15.0
Cazuar,2,27,11,13.5
Cb3Beast,1,15,10,15.0
CbN SmurfAyame,1,27,14,27.0
CbasXSoup,1,22,10,22.0
Cc Smoke cC,1,12,7,12.0
CcClOoPj3W,1,18,7,18.0
CclMoney,2,29,10,14.5
Ccoletrainn,2,11,4,5.5
Cconflictz,1,9,6,9.0
CdNMeRk101,1,2,2,2.0
Cdeez iZ 3P4R,1,3,2,3.0
CeaselessSlim,1,2,2,2.0
Ced388,1,4,4,4.0
CeeAye03,3,16,9,5.33
CeeJay Sucks,3,11,6,3.67
CeeTee FOX,1,12,4,12.0
Cefier98,1,28,10,28.0
Ceige Blains,2,9,3,4.5
Ceja oo4i,2,17,10,8.5
CejaY1212,1,20,12,20.0
Cejan86,2,41,14,20.5
Cekar,2,18,2,9.0
Cel NimaCamatz1,1,9,6,9.0
Celebreus,2,20,11,10.0
Celebrimbor9,4,35,19,8.75
Celele,1,14,6,14.0
Celerypatch,1,11,7,11.0
Celestial Human,2,7,5,3.5
CelestialPoodle,1,4,2,4.0
CelestialTrack,1,7,2,7.0
Cell Overseer,1,21,12,21.0
CellKilller10,1,24,12,24.0
CellarDoor x420,1,4,3,4.0
CellularAsh5113,1,5,3,5.0
Celph Content,4,39,16,9.75
Celph Rival,1,13,7,13.0
Celsius Chicken,1,6,3,6.0
CelticHero74,1,13,9,13.0
CelticLegend21,1,1,1,1.0
CelticPlague,1,7,6,7.0
CelticxHavoc05,1,3,2,3.0
Celxstial,1,9,7,9.0
Cenamon Shield,2,6,3,3.0
CenationHLR6,2,7,6,3.5
Cenntersunn,5,23,10,4.6
Cens6red,1,21,5,21.0
CensoredChart1,4,66,23,16.5
CensuuR,1,16,10,16.0
CenteredDisc34,1,6,5,6.0
Centerhead01,1,13,5,13.0
Central Dogma,1,3,3,3.0
Central Timing,3,38,10,12.67
CentricBooch,1,24,12,24.0
Centurion Souls,1,3,3,3.0
Centurion Tango,1,4,3,4.0
Centurion VII,1,23,11,23.0
CenturionOmegaI,5,90,27,18.0
CenturionRaetia,1,6,2,6.0
Cenxrikk,3,31,16,10.33
Cepha,2,8,7,4.0
Cepren,1,33,15,33.0
Ceptions,1,15,10,15.0
Cerberus NV,1,19,11,19.0
CerberusBlade,2,6,5,3.0
CerberusTwitch,1,17,4,17.0
CerclePin,1,4,2,4.0
CerealKillerKP,1,11,3,11.0
CerealKillherr,2,30,10,15.0
CerealSix39,5,49,18,9.8
CerealWhisper17,1,1,1,1.0
Cerealkiller87,2,39,13,19.5
Cerebral FPS,2,40,19,20.0
CerebralRecall,1,5,2,5.0
Cerebrull,2,19,9,9.5
Cereus7,1,12,3,12.0
Cerez iz MVP,1,11,3,11.0
Cerial Killller,1,11,8,11.0
Cernigs13,1,3,3,3.0
Cero7,1,2,2,2.0
Cerrikon,2,27,13,13.5
Cersei LR,1,21,6,21.0
CertifiedChamp,3,50,20,16.67
Certifye,1,3,3,3.0
Certtz,1,14,8,14.0
Cerulean527,1,2,2,2.0
Cesar CZ,1,9,2,9.0
Cesar Edu XD,7,43,12,6.14
Cesar37916,1,9,4,9.0
CesarCronos15,1,5,5,5.0
Cetus Jack,1,9,2,9.0
Cezar Alberto,1,15,10,15.0
Ch1T0wns Fin3st,1,7,4,7.0
Ch1cken Bones,1,3,3,3.0
Ch1uey,1,8,3,8.0
Ch1v3llRul3zzXD,3,16,8,5.33
Ch3F,1,6,2,6.0
Ch3m1c4lH4wk,1,5,3,5.0
Ch3shir3 Kat,1,15,6,15.0
Ch3tManl3y,1,7,6,7.0
Ch3wyThaSniper,2,23,11,11.5
Ch4Bi HUN,1,4,3,4.0
Ch4insawSurg3on,1,22,12,22.0
Ch4oZ iZ RIPPIN,1,7,2,7.0
Ch4os killzz,2,5,4,2.5
Ch4oticPu1se,1,5,2,5.0
Ch4se00,1,7,5,7.0
Ch4vez is GIANT,1,32,11,32.0
ChAcHan01,1,14,6,14.0
ChAoS A L E Xx,1,20,10,20.0
ChEvY2123,2,14,5,7.0
ChIlDStAR 101,1,12,9,12.0
ChOoKoO19,1,5,2,5.0
ChRISIS MARTIN,1,18,7,18.0
ChRiS DoUbLeArE,1,12,6,12.0
ChRiStOopHer117,2,14,2,7.0
ChRiiZzy,1,23,8,23.0
ChUcKtHeDiZuCk,3,7,4,2.33
Cha1420,1,12,7,12.0
ChaChaRas17,2,29,19,14.5
ChaFeel6,1,7,4,7.0
ChaMoMo,2,20,5,10.0
ChaarliieManja7,2,17,11,8.5
ChaconC,1,37,18,37.0
Chadathin,1,3,3,3.0
Chadington1017,1,6,4,6.0
ChadrickThe3rd,1,2,2,2.0
ChaffyFrog174,1,19,7,19.0
Chafiscm,2,26,6,13.0
Chahto,1,11,8,11.0
Chaikuh,3,29,12,9.67
ChainBIast,2,44,12,22.0
ChainReaction55,1,4,2,4.0
Chaingun92,1,13,5,13.0
ChainingHorse46,1,25,12,25.0
Chaitu17,1,1,1,1.0
Chakas,1,5,3,5.0
Chakeums,3,25,10,8.33
Chalad07,1,2,2,2.0
Chalky12X,1,8,1,8.0
Challenger,4,29,13,7.25
ChallengerRages,1,7,5,7.0
Chalys,2,16,10,8.0
Chamber Malice,1,2,2,2.0
ChamberGuardian,4,24,11,6.0
ChamberX13,5,43,17,8.6
Chamberrr,1,6,3,6.0
Chameleon117,1,3,3,3.0
Chamooko,1,15,9,15.0
Champ1021,1,5,3,5.0
Champion Chimp,2,4,2,2.0
Champion IV,24,199,23,8.29
Champion343,2,13,8,6.5
Champism,1,9,5,9.0
Chance of Karma,2,37,16,18.5
Chance25,1,21,13,21.0
Chancellor95,1,10,6,10.0
Chances BR,1,1,1,1.0
Chances Ghost,1,14,5,14.0
ChandlerRogers,2,27,10,13.5
Chaneys Dad,1,1,1,1.0
Chango de Bango,1,3,3,3.0
ChangoBango7,1,22,12,22.0
Chantsie,2,33,8,16.5
Chaos C0MMANDER,1,16,9,16.0
Chaos Damha,1,13,6,13.0
Chaos Dotzrus,1,9,4,9.0
Chaos Knight244,1,11,2,11.0
Chaos Pro,1,12,5,12.0
Chaos22532,2,28,3,14.0
ChaosInDisguise,3,48,20,16.0
ChaosJay5150,1,5,3,5.0
ChaosNick007,1,21,12,21.0
ChaosRave,1,8,6,8.0
ChaosTheSoulja,2,31,10,15.5
ChaosTheoryJRH,1,2,2,2.0
ChaosWorm23,2,12,5,6.0
Chaoskev,1,17,6,17.0
Chaosking243,3,50,16,16.67
Chaostheory3213,1,1,1,1.0
Chaosx1128,1,3,3,3.0
Chaotc Anarchy,3,24,10,8.0
Chaotic Av3ngeR,11,70,18,6.36
Chaotic Expunge,1,3,2,3.0
Chaotic Fluxx,6,44,10,7.33
Chaotic Lights,2,9,5,4.5
Chaotic l Mage,2,13,8,6.5
Chaotic l Reapz,3,18,10,6.0
ChaoticBliss,1,11,3,11.0
ChaoticKos,1,8,8,8.0
ChaoticLux,2,4,4,2.0
Chaowse,1,21,10,21.0
Chaoz Unleashed,1,7,3,7.0
Chapa C4,3,24,7,8.0
ChaparritoFeo,1,5,3,5.0
Chaperson,8,80,27,10.0
ChapoDaRobba,1,7,3,7.0
Chapwnis,1,19,9,19.0
Char SPARTAN53,3,50,17,16.67
Char Thirteen,2,16,11,8.0
Char Zeon X 133,2,32,13,16.0
Char is scrub,1,32,11,32.0
Char82,1,6,4,6.0
Chara Zorak,1,4,4,4.0
Characterr,3,46,15,15.33
Chardie69,3,33,14,11.0
Charge Elephant,1,7,5,7.0
ChargingRosie,1,11,3,11.0
Charizard 140HP,1,1,1,1.0
CharizardLvl998,4,19,5,4.75
CharizardSnyper,1,17,6,17.0
Charizardx1998,1,4,3,4.0
CharlesB753,1,17,12,17.0
CharlesChunky12,1,12,8,12.0
CharlesMurph07,2,33,12,16.5
CharlesSharkley,1,5,5,5.0
Charleshtims78,1,16,7,16.0
CharliSpartan17,3,77,28,25.67
Charlie0992,1,6,5,6.0
CharlieChipsxXx,1,7,5,7.0
CharlieJRidler,1,1,1,1.0
CharlieSheenPSU,1,12,7,12.0
Charly1515,2,23,6,11.5
CharlyBRpro,1,12,9,12.0
CharlyBear13400,1,10,6,10.0
CharlyPerls,3,32,12,10.67
Charmandew,1,10,9,10.0
Charmin1224,1,6,3,6.0
CharmlessCat5,1,10,6,10.0
Charr77,1,14,8,14.0
Charron252,1,5,3,5.0
Charzard Roarr,3,30,5,10.0
Charzhard,1,14,7,14.0
Chase Coulson,2,38,16,19.0
Chase My DreamZ,3,21,8,7.0
Chase iz RAW,10,82,22,8.2
Chase22 Gamer,1,9,6,9.0
Chase7951,1,6,3,6.0
ChaseMastercard,2,9,7,4.5
ChaseNetwork,2,13,8,6.5
ChaseThePrey,1,6,4,6.0
Chasen03,1,5,5,5.0
Chaser HCS,3,57,21,19.0
ChaseyOKC,1,11,6,11.0
Chasing Energy,2,18,9,9.0
Chasing Heartss,2,27,12,13.5
ChasteTamalero,1,6,3,6.0
ChatPet,1,10,5,10.0
Chatlistic,2,45,17,22.5
ChatteMangeur,1,5,2,5.0
Chatterin Teeth,1,3,2,3.0
Chatty SkullMan,1,1,1,1.0
Chava 117,1,36,17,36.0
Chavi52,1,6,4,6.0
Chavingten,2,23,10,11.5
Chavinszc,2,18,9,9.0
Chawk Stix,1,8,5,8.0
Chawsko,1,16,4,16.0
Chayb0ss,1,3,3,3.0
ChayseDreams,3,25,11,8.33
Chazz al Ghul,1,6,3,6.0
ChazzMcMichaels,1,33,17,33.0
Chcknman101,1,26,10,26.0
Che Pablito,1,7,5,7.0
CheadleFiesta,1,17,12,17.0
Cheap Seat,1,12,10,12.0
CheapTrixxx69,1,10,5,10.0
Cheapazio,2,8,5,4.0
Cheapster,1,14,9,14.0
Cheaptastic,1,15,8,15.0
Cheasypoof,1,20,7,20.0
Cheater o6,1,11,6,11.0
Cheaterz,2,33,15,16.5
ChechiBoy117,1,10,7,10.0
Check117,1,1,1,1.0
CheckMyGoal,2,15,8,7.5
Chedda,1,9,4,9.0
Cheddar Rob888,3,29,9,9.67
Cheddar Steeze,1,4,3,4.0
Chedgardino,1,16,9,16.0
Chedhartha,1,14,7,14.0
Cheebahawk215,1,4,2,4.0
Cheebie Habba,1,10,5,10.0
Cheeky Flower,1,16,11,16.0
Cheel0ut,1,11,7,11.0
CheemAhPuown559,1,11,5,11.0
CheerfulGoose56,1,9,4,9.0
CheerfulMEGAMAN,1,11,3,11.0
CheeringUncle62,1,9,8,9.0
CheerlessJam468,1,16,8,16.0
Cheeryohs91,3,28,6,9.33
CheesY KweeF,2,23,13,11.5
CheeseGel,1,9,5,9.0
CheeseGraterr,1,8,4,8.0
CheeseMaster I,1,3,2,3.0
CheesePuff1014,1,14,9,14.0
CheeseWheezard,1,8,5,8.0
Cheeseballed,1,16,9,16.0
CheesecakeFctry,2,7,5,3.5
Cheesegritz89,1,6,6,6.0
Cheeseman 23111,2,19,9,9.5
Cheeser12,1,14,4,14.0
CheesierKarma26,1,13,6,13.0
CheesiestPluto3,1,7,5,7.0
CheesiestRelic,1,39,18,39.0
CheesyLucky85,3,36,5,12.0
Cheeta X,9,97,36,10.78
CheezNCrackerz,2,16,3,8.0
CheezerMcCgee,1,17,15,17.0
Cheezity,2,6,6,3.0
Cheezpocalypse,1,18,9,18.0
Cheezy Poof,1,21,10,21.0
CheezySleezy66,3,18,6,6.0
Chef Eeric,3,30,10,10.0
Chef Linguini,1,13,10,13.0
Chef Meatloaf,1,19,10,19.0
Chef RAAMsey,1,2,2,2.0
Chef Shroooooom,1,22,11,22.0
Chef812,1,10,4,10.0
ChefBenjiCab,2,29,9,14.5
ChefSchu94,1,7,5,7.0
Chefbasil,1,5,3,5.0
Cheficide,1,4,3,4.0
Chegmaster,1,18,9,18.0
Chekkodex,1,10,2,10.0
Cheko696,2,25,6,12.5
Chelios i7,1,14,3,14.0
ChelleMyBelle84,1,3,2,3.0
Chels3aSmiler,1,14,6,14.0
Chelsea OooLaLa,8,80,7,10.0
ChelseaFC26811,1,15,5,15.0
Chema1807,1,10,6,10.0
Chemex Coffee,1,2,2,2.0
Chemica1 Elite,1,17,8,17.0
ChemicalChristo,1,7,7,7.0
ChepoDarkMX2,1,9,9,9.0
Chernobylized,1,1,1,1.0
CherokeeGaming,2,3,1,1.5
Cherry man 117,2,6,5,3.0
CherrySalmon69,4,73,21,18.25
CherryWaves46,1,3,2,3.0
CherubicPegasus,1,1,1,1.0
CherubimsWings,3,26,10,8.67
Cheshire IX,1,35,7,35.0
Cheshire2,1,12,4,12.0
Chespirito MX,2,15,11,7.5
Chess xMorecKax,1,11,8,11.0
ChessChallenger,1,11,8,11.0
ChessHawk4,5,25,11,5.0
Chester Ch33to,2,29,11,14.5
Chestnut Arthur,3,46,18,15.33
ChettaIsBetta19,56,349,27,6.23
Chev1414,1,1,1,1.0
ChevalierLubra,2,30,15,15.0
Chevi Burton,1,9,3,9.0
Chevy315,1,2,1,2.0
ChevyCamaro420,1,5,1,5.0
ChevyFloat,1,13,6,13.0
ChevyShader454,2,52,18,26.0
ChevyXB1,1,9,5,9.0
ChewableNewt834,1,10,5,10.0
Chewbakaaaa,2,65,25,32.5
Chewdog Slaydum,1,12,5,12.0
ChewierApollo18,2,24,18,12.0
Chewin teh fat,1,20,9,20.0
Chewnez,1,15,6,15.0
Chewpa TM,1,6,3,6.0
Chews and Brews,2,19,11,9.5
Chewweh,1,10,6,10.0
Chewy HCS,1,12,8,12.0
Chewy Were Home,1,16,7,16.0
ChewyNutCluster,3,24,15,8.0
ChewyWhiteT,1,3,2,3.0
ChewyYouie,1,16,4,16.0
Chhampion,2,8,2,4.0
Chi Chi Chinooo,1,3,3,3.0
Chi1ly,5,67,14,13.4
Chi3f93,1,4,3,4.0
ChiIIr,1,26,5,26.0
ChiIdish Kevino,4,51,6,12.75
ChiToMeKcagO,1,10,3,10.0
ChiTownKiller86,1,22,5,22.0
ChiTty PiR4Te,1,11,6,11.0
Chiberia Hero,2,17,5,8.5
Chibi Jacob,1,13,6,13.0
ChicagoAvenger,1,6,2,6.0
Chicagobear2315,1,6,5,6.0
ChicagossFinest,1,16,9,16.0
Chicharron911MD,2,16,5,8.0
Chiches Peludos,1,2,2,2.0
ChickChucker55,1,4,4,4.0
Chickeensloth,1,3,3,3.0
Chicken Forger,1,6,4,6.0
ChickenAxis,1,15,4,15.0
ChickenBabyy1,1,11,7,11.0
ChickenHunter89,1,16,6,16.0
ChickenShark7,1,3,2,3.0
ChickenSubset16,1,4,3,4.0
Chickensea1,1,33,12,33.0
Chickinator11,1,1,1,1.0
Chico FFS,2,17,6,8.5
ChicoBaggins,1,4,3,4.0
Chiconafro,1,2,2,2.0
Chief Bobo 72,1,13,5,13.0
Chief Iroquois,2,10,6,5.0
Chief LT,1,6,4,6.0
Chief Lito,2,6,5,3.0
Chief P Nut,1,1,1,1.0
Chief Padilla,6,122,33,20.33
Chief SG22,1,2,2,2.0
Chief Sausages,2,37,7,18.5
Chief Ssosababy,1,3,2,3.0
Chief Weedman,1,12,10,12.0
Chief lll,6,33,8,5.5
Chief0fBoston,1,3,3,3.0
Chief166,1,3,2,3.0
Chief2214,1,6,5,6.0
Chief518,1,11,7,11.0
ChiefBandito3,6,68,14,11.33
ChiefBigwood69,1,9,4,9.0
ChiefBroseidon,1,21,9,21.0
ChiefCrawdad979,1,3,1,3.0
ChiefCrispyNips,1,33,12,33.0
ChiefDrewy,1,16,7,16.0
ChiefJackieMoon,1,38,15,38.0
ChiefKeef187420,1,16,9,16.0
ChiefKief N HD,6,45,15,7.5
ChiefKieff0,1,20,6,20.0
ChiefLee117,1,6,4,6.0
ChiefMC04,1,12,4,12.0
ChiefMO3,1,2,2,2.0
ChiefMeechhh,2,16,10,8.0
ChiefRoyal007,1,13,11,13.0
ChiefSmooth,1,17,3,17.0
ChiefStrailMix,3,41,22,13.67
Chieferz AoK,1,10,3,10.0
ChiefiBoyko,1,19,6,19.0
ChiefinChieftan,1,2,2,2.0
Chiefkillzone7,2,26,9,13.0
Chiefman2001,1,6,3,6.0
Chiefs Keef,1,11,2,11.0
Chiefs420Nation,7,58,17,8.29
Chieftain Simba,1,29,15,29.0
Chig,6,77,26,12.83
Chigusan,1,17,4,17.0
Chihuahuantrax,1,12,6,12.0
Chikiz Hill,1,21,9,21.0
Chikudy,1,8,6,8.0
Childish Cisco,1,28,7,28.0
Childish Edrix,1,26,5,26.0
Childish GOD,1,18,11,18.0
Childish Swake,1,13,7,13.0
ChildishCape00,3,45,8,15.0
ChileMiranda,1,3,3,3.0
ChileVerrrrrrde,23,231,26,10.04
Chilean Guava,1,21,13,21.0
ChileanSandvich,1,24,16,24.0
Chili 45,1,1,1,1.0
Chili16,1,4,4,4.0
Chill Vibez,1,1,1,1.0
Chill taco,1,2,2,2.0
ChillJester1518,1,25,8,25.0
ChillSnail27,1,6,4,6.0
ChillVillain7,1,14,7,14.0
ChillZ pF,1,22,14,22.0
Chillarius,1,5,3,5.0
Chillatech,1,8,6,8.0
Chilled Aqua,2,52,13,26.0
Chilli Roll,2,16,9,8.0
Chillibean,1,11,3,11.0
ChilliestThread,1,7,7,7.0
Chillinn Dylan,1,18,7,18.0
Chilljlr05,1,6,3,6.0
Chilly Roach,1,11,7,11.0
Chiloopa,1,7,5,7.0
Chimmy2525,1,4,3,4.0
ChimpSauce,1,5,4,5.0
Chimpus,1,4,2,4.0
Chinchinlord69,1,5,1,5.0
Ching67,2,26,8,13.0
ChingoBIing,1,3,3,3.0
Chingonaitor117,2,11,7,5.5
Chino Carmine,1,4,3,4.0
ChinoRico23,1,5,2,5.0
ChintzyCave1985,1,31,11,31.0
Chinzs,1,18,10,18.0
ChipThug,1,4,4,4.0
Chippyftw2003,1,1,1,1.0
Chipshot4,2,15,9,7.5
Chirag is cool,1,6,5,6.0
Chirp5957,2,14,7,7.0
ChirpMastrChief,1,22,7,22.0
Chirpyyy,2,39,15,19.5
Chisel My Plum,1,10,6,10.0
ChiseledGoose44,2,12,9,6.0
Chito2500,1,11,9,11.0
Chitown is Back,1,2,2,2.0
ChitownFinBall,1,12,5,12.0
Chitownninja16,6,72,23,12.0
ChittyChitty939,1,12,7,12.0
Chives35,1,11,6,11.0
Chizzholm,1,11,4,11.0
Chizzypoobear,1,20,6,20.0
ChlpaBtman14,1,7,4,7.0
ChoZen WoNN,1,26,11,26.0
Chocklebee,1,2,2,2.0
Choco Ramon 7,3,27,14,9.0
ChocoTacoTruck,4,61,23,15.25
Chocolate Asian,1,4,1,4.0
Chocolate Bird,1,10,6,10.0
ChocolateBorbon,1,8,1,8.0
Chocoroy1174043,1,17,11,17.0
Chody Wang2,2,22,4,11.0
Chojo6,1,9,4,9.0
Choke Me Dylan,1,34,15,34.0
ChokeOnFrenchy,1,9,5,9.0
ChokeOnRooster,2,19,8,9.5
Choliko96,1,2,1,2.0
CholoDeIxcotla,1,4,4,4.0
Chololeans23,1,8,5,8.0
Cholpi,2,24,13,12.0
Cholubi,1,12,2,12.0
Cholul98,2,7,6,3.5
Chomps13,1,10,6,10.0
Chompsmeister,1,19,11,19.0
Chonks,1,40,14,40.0
Chonnymon,2,17,9,8.5
Chooopah,2,14,5,7.0
Choopaloopa,1,3,2,3.0
ChoosyTurnip,1,8,2,8.0
Chop Gotti,1,8,6,8.0
Chopjohnsu3y,1,8,5,8.0
Chopper Rebel,1,30,10,30.0
Chops117,1,6,1,6.0
Chorizo,3,16,8,5.33
ChosenTOPgun,1,15,9,15.0
ChosteLLL,2,42,6,21.0
Choudryy,1,23,12,23.0
Chowda2311,3,20,9,6.67
Chowderholic,1,6,4,6.0
Chowkkuate,3,43,15,14.33
ChozoSpartan,1,1,1,1.0
Chr0Me XIII,2,13,4,6.5
Chr0maDreamcoat,2,39,15,19.5
Chr0nicW0lf,1,22,12,22.0
Chreeese,1,1,1,1.0
ChriSpartan08,1,15,6,15.0
Chriispy Shots,1,10,6,10.0
Chris Adamski,1,24,10,24.0
Chris Avila 117,3,28,8,9.33
Chris Finesses,1,4,2,4.0
Chris Habid,4,30,9,7.5
Chris Hamsun,2,18,9,9.0
Chris Lumbarde,1,1,1,1.0
Chris Lykins,1,3,2,3.0
Chris Marks 66,4,48,14,12.0
Chris P Chkn XD,1,8,2,8.0
Chris is SOARIN,2,21,5,10.5
Chris081825,1,2,1,2.0
ChrisBlicious,1,8,8,8.0
ChrisCFC66,1,4,4,4.0
ChrisConde1208,1,10,5,10.0
ChrisDontMlSS,6,104,18,17.33
ChrisDoom,3,29,11,9.67
ChrisF4RLEYGuy,1,17,4,17.0
ChrisFirecrackr,1,11,8,11.0
ChrisRoydz,3,36,18,12.0
ChrisTHORpher,1,24,9,24.0
ChrisTama,1,6,6,6.0
ChrisTitus417,1,4,3,4.0
ChrisYourSavior,3,30,11,10.0
Chrisin2u,1,5,3,5.0
Chrisko12,2,15,7,7.5
Chrispy NCA,1,6,1,6.0
Chrispy SJ,1,24,4,24.0
Chrispy359,2,13,8,6.5
Christ or Styx,1,14,7,14.0
ChristOnaStickX,1,1,1,1.0
Christestdummy,2,17,4,8.5
Christian GT B,1,6,5,6.0
Christian2K,2,6,5,3.0
ChristianM1ngl3,12,130,10,10.83
ChristianRippin,4,74,25,18.5
ChristianTMPR,1,2,2,2.0
ChristineDuh,3,18,3,6.0
ChristmasNoob50,2,33,6,16.5
Christoooopher,1,1,1,1.0
ChristopherD117,1,1,1,1.0
Christou 69,1,29,17,29.0
ChrisxCalvillo,2,36,7,18.0
ChrisxHarwood,1,3,2,3.0
ChrolIo Lucifer,2,14,10,7.0
Chrome Fox 77,1,2,2,2.0
Chrome Vagabond,1,2,2,2.0
Chromeo,3,57,18,19.0
Chron89,1,4,3,4.0
Chroneee,1,7,5,7.0
ChronianLegend,1,4,3,4.0
Chronic Gainz,1,5,4,5.0
Chronic SHHMOKE,1,9,6,9.0
ChronicBowler6,1,3,2,3.0
ChronicCraigie,1,13,9,13.0
ChronicHCS,2,50,14,25.0
ChronicJSmoke,1,2,2,2.0
ChronicManJoe,2,15,6,7.5
ChronicSPGHOST,1,5,3,5.0
ChronicTG,1,24,7,24.0
ChronicTripping,4,42,18,10.5
ChronicVestige,2,12,8,6.0
ChronicleS765,2,37,23,18.5
ChronikChief650,2,26,10,13.0
Chronikle,1,18,12,18.0
ChronoSpark228,1,9,8,9.0
Chronos IXI,1,7,7,7.0
Chrrisp,1,14,6,14.0
Chrstophr Walkn,1,7,5,7.0
Chrxstmas25,1,14,6,14.0
Chrysalis FiM,2,21,13,10.5
ChuFly,1,40,15,40.0
ChuRriiKiii 420,1,23,15,23.0
Chubb3lz,23,138,25,6.0
Chubbbbbbbs,2,36,16,18.0
Chubby Chump,1,13,9,13.0
Chubby Panda20,2,5,5,2.5
